epoch 0 train loss : tensor(0.1126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.17122044804550351 epoch time : 78.78494310379028
epoch 54 train loss : tensor(0.0390, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.06423610573013623 epoch time : 71.99007987976074
epoch 55 train loss : tensor(0.0366, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.06026063611110052 epoch time : 72.05809783935547
epoch 56 train loss : tensor(0.0375, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.06349030474112147 epoch time : 72.08148741722107
epoch 57 train loss : tensor(0.0343, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05924682638474873 epoch time : 72.47786545753479
epoch 58 train loss : tensor(0.0344, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.060023799183822814 epoch time : 72.08676743507385
epoch 59 train loss : tensor(0.0365, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0625039507590589 epoch time : 71.88499879837036
epoch 60 train loss : tensor(0.0353, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05986044963910466 epoch time : 72.26427221298218
epoch 61 train loss : tensor(0.0334, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.06044837832450867 epoch time : 72.09420943260193
epoch 62 train loss : tensor(0.0370, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05941365907589594 epoch time : 71.88705253601074
epoch 63 train loss : tensor(0.0350, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05797558614895457 epoch time : 72.23682379722595
epoch 64 train loss : tensor(0.0338, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05695217191463425 epoch time : 72.37823796272278
epoch 65 train loss : tensor(0.0348, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05637715437582561 epoch time : 72.70251035690308
epoch 66 train loss : tensor(0.0344, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.058868437473263056 epoch time : 72.18960738182068
epoch 67 train loss : tensor(0.0330, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.057797858580237345 epoch time : 72.08254313468933
epoch 68 train loss : tensor(0.0321, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05618678955804734 epoch time : 72.41725659370422
epoch 69 train loss : tensor(0.0326, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05654933108460335 epoch time : 72.52801847457886
epoch 70 train loss : tensor(0.0325, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05700371591817765 epoch time : 72.24654531478882
epoch 71 train loss : tensor(0.0327, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05509329285650026 epoch time : 72.42215633392334
epoch 72 train loss : tensor(0.0308, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.056104831042743865 epoch time : 72.10190653800964
epoch 73 train loss : tensor(0.0338, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05473506095863524 epoch time : 72.30728721618652
epoch 74 train loss : tensor(0.0329, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05415691311160723 epoch time : 72.52791714668274
epoch 75 train loss : tensor(0.0305, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.054247475805736724 epoch time : 72.25429368019104
epoch 76 train loss : tensor(0.0329, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05883487881649108 epoch time : 72.22962999343872
epoch 77 train loss : tensor(0.0322, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.055568566102357136 epoch time : 71.8586676120758
epoch 78 train loss : tensor(0.0292, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05147578762400718 epoch time : 72.2523078918457
epoch 79 train loss : tensor(0.0319, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05402996320100058 epoch time : 72.2430727481842
epoch 80 train loss : tensor(0.0312, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05366812681867963 epoch time : 71.87898325920105
epoch 81 train loss : tensor(0.0308, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.054417772307282404 epoch time : 71.99248433113098
epoch 82 train loss : tensor(0.0310, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.054543880479676385 epoch time : 72.26880812644958
epoch 83 train loss : tensor(0.0294, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05169453365462167 epoch time : 72.33277869224548
epoch 84 train loss : tensor(0.0339, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05594781041145325 epoch time : 72.00311517715454
epoch 85 train loss : tensor(0.0309, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05484509840607643 epoch time : 72.26924180984497
epoch 86 train loss : tensor(0.0310, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.052856412317071645 epoch time : 71.92357587814331
epoch 87 train loss : tensor(0.0292, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05423852890020325 epoch time : 72.16192245483398
epoch 88 train loss : tensor(0.0295, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05070806578511283 epoch time : 72.43387198448181
epoch 89 train loss : tensor(0.0275, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.049784022250345776 epoch time : 72.69739413261414
epoch 90 train loss : tensor(0.0293, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05246734477224804 epoch time : 72.03058052062988
epoch 91 train loss : tensor(0.0259, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04864641420897983 epoch time : 72.50624346733093
epoch 92 train loss : tensor(0.0300, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0505508870950767 epoch time : 72.15346240997314
epoch 93 train loss : tensor(0.0282, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.049993092992476056 epoch time : 72.23944520950317
epoch 94 train loss : tensor(0.0299, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.052392524267945974 epoch time : 72.09501695632935
epoch 95 train loss : tensor(0.0277, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.049310412435304554 epoch time : 72.03822565078735
epoch 96 train loss : tensor(0.0276, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.049577366560697556 epoch time : 72.17877721786499
epoch 97 train loss : tensor(0.0278, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05011122656010446 epoch time : 72.11673641204834
epoch 98 train loss : tensor(0.0266, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04999507537909916 epoch time : 71.99966311454773
epoch 99 train loss : tensor(0.0268, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04946639725849742 epoch time : 72.01015329360962
epoch 100 train loss : tensor(0.0293, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.05015069157594726 epoch time : 72.04740691184998
epoch 101 train loss : tensor(0.0265, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.046629187606629874 epoch time : 72.29419612884521
epoch 102 train loss : tensor(0.0260, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04646631223814828 epoch time : 72.45017552375793
epoch 103 train loss : tensor(0.0274, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04906781106477692 epoch time : 71.87986397743225
epoch 104 train loss : tensor(0.0268, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04724939681944393 epoch time : 72.09833288192749
epoch 105 train loss : tensor(0.0251, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04680492835385459 epoch time : 72.29524683952332
epoch 106 train loss : tensor(0.0257, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.045555817584196724 epoch time : 72.36860799789429
epoch 107 train loss : tensor(0.0254, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.046933263717662724 epoch time : 72.15392518043518
epoch 108 train loss : tensor(0.0251, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0470492493893419 epoch time : 72.05601978302002
epoch 109 train loss : tensor(0.0255, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04743033310487157 epoch time : 72.18267464637756
epoch 110 train loss : tensor(0.0245, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.045790745211499076 epoch time : 72.08310389518738
epoch 111 train loss : tensor(0.0236, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04525604116774741 epoch time : 72.25797605514526
epoch 112 train loss : tensor(0.0219, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.043608564706075756 epoch time : 72.49879479408264
epoch 113 train loss : tensor(0.0254, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04501456217396827 epoch time : 72.1035795211792
epoch 114 train loss : tensor(0.0234, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.044313949843247734 epoch time : 71.93450617790222
epoch 115 train loss : tensor(0.0238, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0456468773384889 epoch time : 72.0977988243103
epoch 116 train loss : tensor(0.0251, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04618880205920765 epoch time : 72.12522459030151
epoch 117 train loss : tensor(0.0252, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04715362137981823 epoch time : 72.0798602104187
epoch 118 train loss : tensor(0.0253, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04550409795982497 epoch time : 72.03956127166748
epoch 119 train loss : tensor(0.0259, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.044749785569452104 epoch time : 72.01186990737915
epoch 120 train loss : tensor(0.0227, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04253416313301949 epoch time : 72.49477767944336
epoch 121 train loss : tensor(0.0240, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.046022553174268635 epoch time : 72.04115796089172
epoch 122 train loss : tensor(0.0243, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04546959911073957 epoch time : 72.089022397995
epoch 123 train loss : tensor(0.0237, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04492763536317008 epoch time : 71.8981204032898
epoch 124 train loss : tensor(0.0228, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04241743346764928 epoch time : 72.58595156669617
epoch 125 train loss : tensor(0.0235, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04362507306394123 epoch time : 72.08292388916016
epoch 126 train loss : tensor(0.0236, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04529432704051336 epoch time : 72.10418033599854
epoch 127 train loss : tensor(0.0236, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04325302406435921 epoch time : 71.91290712356567
epoch 128 train loss : tensor(0.0241, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.043806369815553935 epoch time : 72.14727449417114
epoch 129 train loss : tensor(0.0220, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04194939384857813 epoch time : 72.54296541213989
epoch 130 train loss : tensor(0.0231, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04211324808143434 epoch time : 72.13975477218628
epoch 131 train loss : tensor(0.0221, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.041003260584104625 epoch time : 72.50831055641174
epoch 132 train loss : tensor(0.0237, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04191438374774797 epoch time : 72.29682493209839
epoch 133 train loss : tensor(0.0232, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.044381115762960346 epoch time : 72.15766787528992
epoch 134 train loss : tensor(0.0235, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.044206985050723666 epoch time : 72.0879979133606
epoch 135 train loss : tensor(0.0226, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04400886985517684 epoch time : 71.98523259162903
epoch 136 train loss : tensor(0.0224, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04120418429374695 epoch time : 72.28860712051392
epoch 137 train loss : tensor(0.0213, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.042073838057972136 epoch time : 71.95889019966125
epoch 138 train loss : tensor(0.0207, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04097973537586984 epoch time : 72.41885209083557
epoch 139 train loss : tensor(0.0221, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.040594104854833515 epoch time : 72.23087811470032
epoch 140 train loss : tensor(0.0206, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04035158384413946 epoch time : 72.37095093727112
epoch 141 train loss : tensor(0.0208, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.041822074069863276 epoch time : 72.12878966331482
epoch 142 train loss : tensor(0.0217, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.039530842431953976 epoch time : 72.31283378601074
epoch 143 train loss : tensor(0.0220, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04291632239307676 epoch time : 72.30906176567078
epoch 144 train loss : tensor(0.0209, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03944555581325576 epoch time : 72.10293245315552
epoch 145 train loss : tensor(0.0213, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.041496142212833674 epoch time : 71.91383218765259
epoch 146 train loss : tensor(0.0206, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04089566320180893 epoch time : 71.91721868515015
epoch 147 train loss : tensor(0.0217, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04038888482110841 epoch time : 72.28945565223694
epoch 148 train loss : tensor(0.0208, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.038809170857781454 epoch time : 72.28865385055542
epoch 149 train loss : tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03803226156603722 epoch time : 72.5728874206543
epoch 150 train loss : tensor(0.0213, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03850654282030605 epoch time : 72.13858795166016
epoch 151 train loss : tensor(0.0201, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03998076117464474 epoch time : 71.87308144569397
epoch 152 train loss : tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.038091057468028294 epoch time : 71.9550108909607
epoch 153 train loss : tensor(0.0197, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03718006628609839 epoch time : 72.55449986457825
epoch 154 train loss : tensor(0.0215, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.038950990175917036 epoch time : 72.21044969558716
epoch 155 train loss : tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.04001663696198236 epoch time : 71.86977624893188
epoch 156 train loss : tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.039882628513234 epoch time : 72.00403571128845
epoch 157 train loss : tensor(0.0193, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03831751360779717 epoch time : 72.11818504333496
epoch 158 train loss : tensor(0.0188, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03813204257970765 epoch time : 72.01312637329102
epoch 159 train loss : tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03801166372639792 epoch time : 72.17939972877502
epoch 160 train loss : tensor(0.0200, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03815550126490139 epoch time : 73.3492591381073
epoch 161 train loss : tensor(0.0213, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.036523016258364634 epoch time : 72.37680435180664
epoch 162 train loss : tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03665668588309061 epoch time : 72.10159111022949
epoch 163 train loss : tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.037489824617902436 epoch time : 72.02890086174011
epoch 164 train loss : tensor(0.0195, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.037068434414409455 epoch time : 72.08032441139221
epoch 165 train loss : tensor(0.0199, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.037591055035591125 epoch time : 72.15463447570801
epoch 166 train loss : tensor(0.0196, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03907877623680092 epoch time : 72.14897632598877
epoch 167 train loss : tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03916902148297855 epoch time : 72.02058243751526
epoch 168 train loss : tensor(0.0191, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03584660873526618 epoch time : 72.39481663703918
epoch 169 train loss : tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.036624444382531304 epoch time : 71.9470272064209
epoch 170 train loss : tensor(0.0190, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03734337068384602 epoch time : 71.9088089466095
epoch 171 train loss : tensor(0.0194, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.037163363148768745 epoch time : 72.04129147529602
epoch 172 train loss : tensor(0.0202, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0370895035919689 epoch time : 72.320805311203
epoch 173 train loss : tensor(0.0189, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.036998188211804346 epoch time : 72.10635161399841
epoch 174 train loss : tensor(0.0190, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03761309509476026 epoch time : 72.32707405090332
epoch 175 train loss : tensor(0.0184, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03538224358289015 epoch time : 72.26622748374939
epoch 176 train loss : tensor(0.0177, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03767181879707745 epoch time : 72.21369671821594
epoch 177 train loss : tensor(0.0180, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03710308564560754 epoch time : 72.26196599006653
epoch 178 train loss : tensor(0.0191, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.037131130074461303 epoch time : 72.29336643218994
epoch 179 train loss : tensor(0.0193, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0359948965765181 epoch time : 72.06772541999817
epoch 180 train loss : tensor(0.0181, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03556973079130763 epoch time : 72.30600500106812
epoch 181 train loss : tensor(0.0178, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03638349482346149 epoch time : 72.09005641937256
epoch 182 train loss : tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034629657598478455 epoch time : 72.36051678657532
epoch 183 train loss : tensor(0.0169, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03501276317096892 epoch time : 72.0197823047638
epoch 184 train loss : tensor(0.0169, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.035118794157391504 epoch time : 72.03229022026062
epoch 185 train loss : tensor(0.0189, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.035907502685274394 epoch time : 72.04768395423889
epoch 186 train loss : tensor(0.0180, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.035803310839193206 epoch time : 72.03173303604126
epoch 187 train loss : tensor(0.0169, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03588809427760896 epoch time : 71.8079092502594
epoch 188 train loss : tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034496287416134565 epoch time : 72.17406034469604
epoch 189 train loss : tensor(0.0192, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03539317615685009 epoch time : 72.11337447166443
epoch 190 train loss : tensor(0.0174, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03478270015191464 epoch time : 72.17642545700073
epoch 191 train loss : tensor(0.0170, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.035516606111611636 epoch time : 71.98067855834961
epoch 192 train loss : tensor(0.0156, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033998441838082816 epoch time : 72.6021499633789
epoch 193 train loss : tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03427967047762303 epoch time : 71.93392062187195
epoch 194 train loss : tensor(0.0188, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0349642765663919 epoch time : 72.16459584236145
epoch 195 train loss : tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034300991910554114 epoch time : 71.9356062412262
epoch 196 train loss : tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03417372038321836 epoch time : 72.27042126655579
epoch 197 train loss : tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034877914580560866 epoch time : 72.17679715156555
epoch 198 train loss : tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034638774802997 epoch time : 72.06483292579651
